unicode,emoji,cldr,cldr_link,meaning,note,unicode_text
U+1F469 U+1F3FD U+200D U+1F37C,👩🏽‍🍼,woman feeding baby: medium skin tone,woman-feeding-baby-medium-skin-tone,-,"The Man Feeding Baby: Light Skin Tone emoji is a ZWJ sequence combining 👨 Man, 🏻 Light Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Man Feeding Baby: Light Skin Tone was added to Emoji 13.0 in 2020.
U+1F469 U+1F3FE U+200D U+1F37C,👩🏾‍🍼,woman feeding baby: medium-dark skin tone,woman-feeding-baby-medium-dark-skin-tone,-,"The Woman Feeding Baby: Medium Skin Tone emoji is a ZWJ sequence combining 👩 Woman, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Woman Feeding Baby: Medium Skin Tone was added to Emoji 13.0 in 2020.
U+1F469 U+1F3FF U+200D U+1F37C,👩🏿‍🍼,woman feeding baby: dark skin tone,woman-feeding-baby-dark-skin-tone,-,"The Man Feeding Baby: Medium Skin Tone emoji is a ZWJ sequence combining 👨 Man, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Man Feeding Baby: Medium Skin Tone was added to Emoji 13.0 in 2020.
U+1F468 U+1F3FB U+200D U+1F37C,👨🏻‍🍼,man feeding baby: light skin tone,man-feeding-baby-light-skin-tone,-,"The Man Feeding Baby: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 👨 Man, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Man Feeding Baby: Medium-Dark Skin Tone was added to Emoji 13.0 in 2020.
U+1F468 U+1F3FC U+200D U+1F37C,👨🏼‍🍼,man feeding baby: medium-light skin tone,man-feeding-baby-medium-light-skin-tone,-,"The Person Feeding Baby: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Person Feeding Baby: Medium-Dark Skin Tone was added to Emoji 13.0 in 2020.
U+1F468 U+1F3FD U+200D U+1F37C,👨🏽‍🍼,man feeding baby: medium skin tone,man-feeding-baby-medium-skin-tone,-,"The Person Feeding Baby: Dark Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Person Feeding Baby: Dark Skin Tone was added to Emoji 13.0 in 2020.
U+1F468 U+1F3FE U+200D U+1F37C,👨🏾‍🍼,man feeding baby: medium-dark skin tone,man-feeding-baby-medium-dark-skin-tone,The Baby Angel: Light Skin Tone emoji is a modifier sequence combining 👼 Baby Angel and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Baby Angel: Light Skin Tone was added to Emoji 2.0 in 2015.
U+1F468 U+1F3FF U+200D U+1F37C,👨🏿‍🍼,man feeding baby: dark skin tone,man-feeding-baby-dark-skin-tone,The Baby Angel: Medium Skin Tone emoji is a modifier sequence combining 👼 Baby Angel and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Baby Angel: Medium Skin Tone was added to Emoji 2.0 in 2015.
U+1F9D1 U+1F3FB U+200D U+1F37C,🧑🏻‍🍼,person feeding baby: light skin tone,person-feeding-baby-light-skin-tone,The Baby Angel: Medium-Dark Skin Tone emoji is a modifier sequence combining 👼 Baby Angel and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Baby Angel: Medium-Dark Skin Tone was added to Emoji 2.0 in 2015.
U+1F9D1 U+1F3FC U+200D U+1F37C,🧑🏼‍🍼,person feeding baby: medium-light skin tone,person-feeding-baby-medium-light-skin-tone,The Santa Claus: Light Skin Tone emoji is a modifier sequence combining 🎅 Santa Claus and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Santa Claus: Light Skin Tone was added to Emoji 2.0 in 2015.
U+1F9D1 U+1F3FD U+200D U+1F37C,🧑🏽‍🍼,person feeding baby: medium skin tone,person-feeding-baby-medium-skin-tone,The Santa Claus: Medium Skin Tone emoji is a modifier sequence combining 🎅 Santa Claus and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Santa Claus: Medium Skin Tone was added to Emoji 2.0 in 2015.
U+1F9D1 U+1F3FE U+200D U+1F37C,🧑🏾‍🍼,person feeding baby: medium-dark skin tone,person-feeding-baby-medium-dark-skin-tone,The Santa Claus: Medium-Dark Skin Tone emoji is a modifier sequence combining 🎅 Santa Claus and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Santa Claus: Medium-Dark Skin Tone was added to Emoji 2.0 in 2015.
U+1F9D1 U+1F3FF U+200D U+1F37C,🧑🏿‍🍼,person feeding baby: dark skin tone,person-feeding-baby-dark-skin-tone,The Mrs. Claus: Light Skin Tone emoji is a modifier sequence combining 🤶 Mrs. Claus and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Mrs. Claus: Light Skin Tone was added to Emoji 3.0 in 2016.
U+1F47C U+1F3FB,👼🏻,baby angel: light skin tone,baby-angel-light-skin-tone,The Mrs. Claus: Medium Skin Tone emoji is a modifier sequence combining 🤶 Mrs. Claus and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Mrs. Claus: Medium Skin Tone was added to Emoji 3.0 in 2016.
U+1F47C U+1F3FC,👼🏼,baby angel: medium-light skin tone,baby-angel-medium-light-skin-tone,-,"The Mx Claus: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and 🎄 Christmas Tree.These display as a single emoji on supported platforms.",Mx Claus: Medium-Light Skin Tone was added to Emoji 13.0 in 2020.
U+1F47C U+1F3FD,👼🏽,baby angel: medium skin tone,baby-angel-medium-skin-tone,-,"The Man Feeding Baby: Medium-Light Skin Tone emoji is a ZWJ sequence combining 👨 Man, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Man Feeding Baby: Medium-Light Skin Tone was added to Emoji 13.0 in 2020.
U+1F47C U+1F3FE,👼🏾,baby angel: medium-dark skin tone,baby-angel-medium-dark-skin-tone,-,"The Woman Feeding Baby: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 👩 Woman, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Woman Feeding Baby: Medium-Dark Skin Tone was added to Emoji 13.0 in 2020.
U+1F47C U+1F3FF,👼🏿,baby angel: dark skin tone,baby-angel-dark-skin-tone,The Mrs. Claus: Medium-Light Skin Tone emoji is a modifier sequence combining 🤶 Mrs. Claus and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Mrs. Claus: Medium-Light Skin Tone was added to Emoji 3.0 in 2016.
U+1F385 U+1F3FB,🎅🏻,Santa Claus: light skin tone,santa-claus-light-skin-tone,The Santa Claus: Dark Skin Tone emoji is a modifier sequence combining 🎅 Santa Claus and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Santa Claus: Dark Skin Tone was added to Emoji 2.0 in 2015.
U+1F385 U+1F3FC,🎅🏼,Santa Claus: medium-light skin tone,santa-claus-medium-light-skin-tone,-,"The Mx Claus: Medium Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and 🎄 Christmas Tree.These display as a single emoji on supported platforms.",Mx Claus: Medium Skin Tone was added to Emoji 13.0 in 2020.
U+1F385 U+1F3FD,🎅🏽,Santa Claus: medium skin tone,santa-claus-medium-skin-tone,-,"The Man Feeding Baby: Dark Skin Tone emoji is a ZWJ sequence combining 👨 Man, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Man Feeding Baby: Dark Skin Tone was added to Emoji 13.0 in 2020.
U+1F385 U+1F3FE,🎅🏾,Santa Claus: medium-dark skin tone,santa-claus-medium-dark-skin-tone,-,"The Person Feeding Baby: Light Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏻 Light Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Person Feeding Baby: Light Skin Tone was added to Emoji 13.0 in 2020.
U+1F385 U+1F3FF,🎅🏿,Santa Claus: dark skin tone,santa-claus-dark-skin-tone,-,"The Person Feeding Baby: Medium Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Person Feeding Baby: Medium Skin Tone was added to Emoji 13.0 in 2020.
U+1F936 U+1F3FB,🤶🏻,Mrs. Claus: light skin tone,mrs-claus-light-skin-tone,The Mrs. Claus: Medium-Dark Skin Tone emoji is a modifier sequence combining 🤶 Mrs. Claus and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Mrs. Claus: Medium-Dark Skin Tone was added to Emoji 3.0 in 2016.
U+1F936 U+1F3FC,🤶🏼,Mrs. Claus: medium-light skin tone,mrs-claus-medium-light-skin-tone,-,"The Person Feeding Baby: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and 🍼 Baby Bottle.These display as a single emoji on supported platforms.",Person Feeding Baby: Medium-Light Skin Tone was added to Emoji 13.0 in 2020.
U+1F936 U+1F3FD,🤶🏽,Mrs. Claus: medium skin tone,mrs-claus-medium-skin-tone,The Mrs. Claus: Dark Skin Tone emoji is a modifier sequence combining 🤶 Mrs. Claus and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Mrs. Claus: Dark Skin Tone was added to Emoji 3.0 in 2016.
U+1F936 U+1F3FE,🤶🏾,Mrs. Claus: medium-dark skin tone,mrs-claus-medium-dark-skin-tone,The Baby Angel: Medium-Light Skin Tone emoji is a modifier sequence combining 👼 Baby Angel and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Baby Angel: Medium-Light Skin Tone was added to Emoji 2.0 in 2015.
U+1F936 U+1F3FF,🤶🏿,Mrs. Claus: dark skin tone,mrs-claus-dark-skin-tone,-,"The Mx Claus: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and 🎄 Christmas Tree.These display as a single emoji on supported platforms.",Mx Claus: Medium-Dark Skin Tone was added to Emoji 13.0 in 2020.
U+1F9D1 U+1F3FB U+200D U+1F384,🧑🏻‍🎄,mx claus: light skin tone,mx-claus-light-skin-tone,-,"The Mx Claus: Dark Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and 🎄 Christmas Tree.These display as a single emoji on supported platforms.",Mx Claus: Dark Skin Tone was added to Emoji 13.0 in 2020.
U+1F9D1 U+1F3FC U+200D U+1F384,🧑🏼‍🎄,mx claus: medium-light skin tone,mx-claus-medium-light-skin-tone,-,"The Mx Claus: Light Skin Tone emoji is a ZWJ sequence combining 🧑 Person, 🏻 Light Skin Tone, ‍ Zero Width Joiner and 🎄 Christmas Tree.These display as a single emoji on supported platforms.",Mx Claus: Light Skin Tone was added to Emoji 13.0 in 2020.
U+1F9D1 U+1F3FD U+200D U+1F384,🧑🏽‍🎄,mx claus: medium skin tone,mx-claus-medium-skin-tone,The Superhero: Light Skin Tone emoji is a modifier sequence combining 🦸 Superhero and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Superhero: Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9D1 U+1F3FE U+200D U+1F384,🧑🏾‍🎄,mx claus: medium-dark skin tone,mx-claus-medium-dark-skin-tone,The Superhero: Medium-Light Skin Tone emoji is a modifier sequence combining 🦸 Superhero and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Superhero: Medium-Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9D1 U+1F3FF U+200D U+1F384,🧑🏿‍🎄,mx claus: dark skin tone,mx-claus-dark-skin-tone,The Baby Angel: Dark Skin Tone emoji is a modifier sequence combining 👼 Baby Angel and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Baby Angel: Dark Skin Tone was added to Emoji 2.0 in 2015.
U+1F9B8 U+1F3FB,🦸🏻,superhero: light skin tone,superhero-light-skin-tone,The Superhero: Medium Skin Tone emoji is a modifier sequence combining 🦸 Superhero and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Superhero: Medium Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FC,🦸🏼,superhero: medium-light skin tone,superhero-medium-light-skin-tone,The Santa Claus: Medium-Light Skin Tone emoji is a modifier sequence combining 🎅 Santa Claus and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Santa Claus: Medium-Light Skin Tone was added to Emoji 2.0 in 2015.
U+1F9B8 U+1F3FD,🦸🏽,superhero: medium skin tone,superhero-medium-skin-tone,The Superhero: Dark Skin Tone emoji is a modifier sequence combining 🦸 Superhero and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Superhero: Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FE,🦸🏾,superhero: medium-dark skin tone,superhero-medium-dark-skin-tone,The Superhero: Medium-Dark Skin Tone emoji is a modifier sequence combining 🦸 Superhero and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Superhero: Medium-Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FF,🦸🏿,superhero: dark skin tone,superhero-dark-skin-tone,-,"The Man Superhero: Light Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Superhero: Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FB U+200D U+2642 U+FE0F,🦸🏻‍♂️,man superhero: light skin tone,man-superhero-light-skin-tone,-,"The Man Superhero: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Superhero: Medium-Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FC U+200D U+2642 U+FE0F,🦸🏼‍♂️,man superhero: medium-light skin tone,man-superhero-medium-light-skin-tone,-,"The Man Superhero: Medium Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Superhero: Medium Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FD U+200D U+2642 U+FE0F,🦸🏽‍♂️,man superhero: medium skin tone,man-superhero-medium-skin-tone,-,"The Man Superhero: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Superhero: Medium-Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FE U+200D U+2642 U+FE0F,🦸🏾‍♂️,man superhero: medium-dark skin tone,man-superhero-medium-dark-skin-tone,-,"The Woman Superhero: Light Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Superhero: Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FF U+200D U+2642 U+FE0F,🦸🏿‍♂️,man superhero: dark skin tone,man-superhero-dark-skin-tone,-,"The Woman Superhero: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Superhero: Medium-Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FB U+200D U+2640 U+FE0F,🦸🏻‍♀️,woman superhero: light skin tone,woman-superhero-light-skin-tone,-,"The Woman Superhero: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Superhero: Medium-Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FC U+200D U+2640 U+FE0F,🦸🏼‍♀️,woman superhero: medium-light skin tone,woman-superhero-medium-light-skin-tone,-,"The Woman Superhero: Medium Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Superhero: Medium Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FD U+200D U+2640 U+FE0F,🦸🏽‍♀️,woman superhero: medium skin tone,woman-superhero-medium-skin-tone,-,"The Woman Superhero: Dark Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Superhero: Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FE U+200D U+2640 U+FE0F,🦸🏾‍♀️,woman superhero: medium-dark skin tone,woman-superhero-medium-dark-skin-tone,The Supervillain: Light Skin Tone emoji is a modifier sequence combining 🦹 Supervillain and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Supervillain: Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B8 U+1F3FF U+200D U+2640 U+FE0F,🦸🏿‍♀️,woman superhero: dark skin tone,woman-superhero-dark-skin-tone,The Supervillain: Medium-Light Skin Tone emoji is a modifier sequence combining 🦹 Supervillain and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Supervillain: Medium-Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FB,🦹🏻,supervillain: light skin tone,supervillain-light-skin-tone,-,"The Man Superhero: Dark Skin Tone emoji is a ZWJ sequence combining 🦸 Superhero, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Superhero: Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FC,🦹🏼,supervillain: medium-light skin tone,supervillain-medium-light-skin-tone,The Supervillain: Medium Skin Tone emoji is a modifier sequence combining 🦹 Supervillain and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Supervillain: Medium Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FD,🦹🏽,supervillain: medium skin tone,supervillain-medium-skin-tone,The Supervillain: Medium-Dark Skin Tone emoji is a modifier sequence combining 🦹 Supervillain and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Supervillain: Medium-Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FE,🦹🏾,supervillain: medium-dark skin tone,supervillain-medium-dark-skin-tone,The Supervillain: Dark Skin Tone emoji is a modifier sequence combining 🦹 Supervillain and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Supervillain: Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FF,🦹🏿,supervillain: dark skin tone,supervillain-dark-skin-tone,-,"The Man Supervillain: Light Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Supervillain: Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FB U+200D U+2642 U+FE0F,🦹🏻‍♂️,man supervillain: light skin tone,man-supervillain-light-skin-tone,-,"The Man Supervillain: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Supervillain: Medium-Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FC U+200D U+2642 U+FE0F,🦹🏼‍♂️,man supervillain: medium-light skin tone,man-supervillain-medium-light-skin-tone,-,"The Man Supervillain: Medium Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Supervillain: Medium Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FD U+200D U+2642 U+FE0F,🦹🏽‍♂️,man supervillain: medium skin tone,man-supervillain-medium-skin-tone,-,"The Man Supervillain: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Supervillain: Medium-Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FE U+200D U+2642 U+FE0F,🦹🏾‍♂️,man supervillain: medium-dark skin tone,man-supervillain-medium-dark-skin-tone,-,"The Man Supervillain: Dark Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Supervillain: Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FF U+200D U+2642 U+FE0F,🦹🏿‍♂️,man supervillain: dark skin tone,man-supervillain-dark-skin-tone,-,"The Woman Supervillain: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Supervillain: Medium-Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FB U+200D U+2640 U+FE0F,🦹🏻‍♀️,woman supervillain: light skin tone,woman-supervillain-light-skin-tone,The Breast-Feeding: Medium-Dark Skin Tone emoji is a modifier sequence combining 🤱 Breast-Feeding and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Breast-Feeding: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9B9 U+1F3FC U+200D U+2640 U+FE0F,🦹🏼‍♀️,woman supervillain: medium-light skin tone,woman-supervillain-medium-light-skin-tone,-,"The Woman Supervillain: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Supervillain: Medium-Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FD U+200D U+2640 U+FE0F,🦹🏽‍♀️,woman supervillain: medium skin tone,woman-supervillain-medium-skin-tone,-,"The Woman Supervillain: Dark Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Supervillain: Dark Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FE U+200D U+2640 U+FE0F,🦹🏾‍♀️,woman supervillain: medium-dark skin tone,woman-supervillain-medium-dark-skin-tone,-,"The Woman Supervillain: Medium Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Supervillain: Medium Skin Tone was added to Emoji 11.0 in 2018.
U+1F9B9 U+1F3FF U+200D U+2640 U+FE0F,🦹🏿‍♀️,woman supervillain: dark skin tone,woman-supervillain-dark-skin-tone,The Mage: Light Skin Tone emoji is a modifier sequence combining 🧙 Mage and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Mage: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FB,🧙🏻,mage: light skin tone,mage-light-skin-tone,The Mage: Medium-Light Skin Tone emoji is a modifier sequence combining 🧙 Mage and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Mage: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FC,🧙🏼,mage: medium-light skin tone,mage-medium-light-skin-tone,-,"The Woman Supervillain: Light Skin Tone emoji is a ZWJ sequence combining 🦹 Supervillain, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Supervillain: Light Skin Tone was added to Emoji 11.0 in 2018.
U+1F9D9 U+1F3FD,🧙🏽,mage: medium skin tone,mage-medium-skin-tone,The Mage: Medium Skin Tone emoji is a modifier sequence combining 🧙 Mage and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Mage: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FE,🧙🏾,mage: medium-dark skin tone,mage-medium-dark-skin-tone,The Mage: Medium-Dark Skin Tone emoji is a modifier sequence combining 🧙 Mage and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Mage: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FF,🧙🏿,mage: dark skin tone,mage-dark-skin-tone,The Mage: Dark Skin Tone emoji is a modifier sequence combining 🧙 Mage and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Mage: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FB U+200D U+2642 U+FE0F,🧙🏻‍♂️,man mage: light skin tone,man-mage-light-skin-tone,-,"The Man Mage: Light Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Mage: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FC U+200D U+2642 U+FE0F,🧙🏼‍♂️,man mage: medium-light skin tone,man-mage-medium-light-skin-tone,-,"The Man Mage: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Mage: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FD U+200D U+2642 U+FE0F,🧙🏽‍♂️,man mage: medium skin tone,man-mage-medium-skin-tone,-,"The Man Mage: Medium Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Mage: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FE U+200D U+2642 U+FE0F,🧙🏾‍♂️,man mage: medium-dark skin tone,man-mage-medium-dark-skin-tone,-,"The Man Mage: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Mage: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FF U+200D U+2642 U+FE0F,🧙🏿‍♂️,man mage: dark skin tone,man-mage-dark-skin-tone,-,"The Man Mage: Dark Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Mage: Dark Skin Tone was added to Emoji 5.0 in 2017.
