name,link,definition,origin
👿 Angry Face With Horns emoji,https://www.dictionary.com/e/emoji/angry-face-with-horns/,"Not exactly intimidating, the Angry Face With Horns emoji 👿 is a devilish creature, usually purple, with menacing eyebrows and two horns. Despite its appearance, this emoji is not typically used to convey true malevolence or threat. This character can be a bit mischievous; it can even be used to suggest a pouting mood, signaling a bit of toddler mayhem ahead. (Actually, that is terrifying!) The Angry Face With Horns emoji 👿 implies angry frustration or a reaction to an event, person, or news that is irritating, upsetting, or annoying.","The Angry Face With Horns emoji 👿 was approved as part of Unicode 6.0 in 2010 under the original name “Imp” and added to Emoji 1.0 in 2015. This emoji is part of the “monster” set of emoji, which includes a ghost, alien, skull, Japanese ogre, and goblin. Its counterpart is the Smiling Face With Horns emoji 😈. Interestingly, Facebook’s Angry Face With Horns emoji is the only one that shows its teeth. Yikes!"
⚓️ Anchor emoji,https://www.dictionary.com/e/emoji/anchor/,"The cigarette emoji, 🚬, shows a lit cigarette. It’s used for smoking cigarettes, cigars, and especially marijuana joints. It’s occasionally associated with relaxing, partying, bad boys, sexiness, and having an attitude.","Most of us are familiar with the no smoking sign and its emoji form, 🚭. It’s what the pilot turns on before a flight takes off if you haven’t air-travelled since 1988 and have forgotten you’re not allowed to smoke on a plane—and pretty much anywhere else. But where you can smoke, you might see the smoking symbol, as the cigarette emoji is officially called by Unicode. It was approved in 2010 under Unicode 6.0. Platforms depict it as a filtered cigarette with smoke lines and a red or ashy burning tip, as shown by the screenshot from Emojipedia below."
🚬 Cigarette emoji,https://www.dictionary.com/e/emoji/cigarette-emoji/,"Ahoy, mate! The anchor emoji uses a classic representation of an anchor, employing something called the “admiralty pattern,” the oldest, traditional version of a modern anchor. A ring sits at the top of a central shank, and at the other end two arms curve up with pointed flukes that dig into the seabed. A popular tattoo, the symbol represents things related to marine life, such as sailing, being in the navy, or working on a boat as a fisherman. It is also used in social media to reference stability and strength.","An anchor is a large, extremely heavy metal device, dropped with the use of chains over the side of boats to keep them in one place, or “anchored,” when they are in the water. The anchor emoji depicts just that and was approved as part of Unicode 4.1 in 2005 and added to Emoji 1.0 in 2015. The origin of the anchor itself started with heavy rocks, logs, and even sacks of sand tied to a long rope. The anchor evolved with the Iron Age, which is a good thing since a sack of sand doesn’t make for a great tattoo."
🏮 Izakaya Lantern emoji,https://www.dictionary.com/e/emoji/red-paper-lantern-emoji/,"The man health worker emoji depicts a male who works in the medical field. It can be used to represent a doctor, therapist, surgeon, pharmacist, or any medical professional and is used when representation of the medical field is desired … with a male persona. There is also a female version of this emoji.","The man health care worker emoji was added to Emoji 4.0 in 2016 and is depicted across platforms in a white lab coat or colored scrubs with a stethoscope around his neck, as shown in the screenshot from Emojipedia below. The male medical worker representation was followed shortly by its female counterpart in summer of 2016 when Google, a Unicode consortium member, proposed the creation of more female emojis in professional industries. The man health worker emoji is available in a range of skin tones, which were made available in 2015. "
👨‍⚕️ Man Health Worker emoji,https://www.dictionary.com/e/emoji/man-health-worker-emoji/,"‘Tis the season for the Christmas tree emoji 🎄. This emoji is an image of a traditional Christmas tree, one decorated with colorful ornaments and, in most cases, a star on top. It’s used mostly in early November as the holiday season gets underway, until just past the new year in mid- to late-January. While it might be jarring to see the Christmas tree emoji 🎄in May or August, many use it simply to reference the holiday season.","The Christmas Tree emoji 🎄 was approved as part of Unicode 6.0 in 2010 and added to the Emoji 1.0 catalog in 2015. The traditional evergreen conifer is shown with colorful ornaments, although WhatsApp has a simpler tree with ornaments in a uniform red color. On most platforms, the topper is a star, which is the most popular tree-topper, representing the Star of Bethlehem, though angels are sometimes used as well, a reference to the archangel Gabriel. Christmas trees date back to medieval Latvia and Estonia, with the tradition becoming popular in the 1500s in Germany, where live trees were brought into homes and wooden pyramids were also constructed and decorated with apples, paper, evergreen boughs, and candles. Many believe the 16th-century Protestant reformer Martin Luther to be responsible for the tradition of adding lit candles, reportedly inspired by the twinkling stars above a treeline as he walked home one night. Largely thought to be a pagan tradition in the New World, Christmas trees didn’t really catch on with Americans until the early 1800s."
🎄 Christmas Tree emoji,https://www.dictionary.com/e/emoji/christmas-tree-emoji/,"The Latin cross emoji depicts what is also known as the Christian cross, the most common symbol of Christian iconography. The Latin, or Christian cross, has an elongated vertical arm and a shorter horizontal arm. It’s used when someone wants to make a Christian religious reference.","A Latin cross emoji was approved as part of Unicode 1.1 way back in 1993 and added to Emoji 1.0 in 2015. It’s depicted on most platforms as a simple cross form on a purple or pink background, though some, like Samsung and Facebook, simply show the cross on a white background.  The cross is meant to evoke the crucifixion of Jesus. It’s used by people who are referencing their faith or their church and by people who are simply referencing Jesus or religion in many different contexts. It can also be used to indicate prayer or spirituality in a post or message. But, it’s not the only religious emoji … Unicode also includes other generic symbols, like the cross, that represent some of the world’s other religions, such as the Om symbol."
✝️ Latin cross emoji,https://www.dictionary.com/e/emoji/latin-cross-emoji/,"The izakaya lantern emoji, 🏮, is designed to look like a red paper lantern that’s typically hung outside an izakaya, a Japanese bar that usually also serves small, mostly fried or grilled dishes. Like a pub, but Japanese. The emoji is used to represent not only such pubs, but Japanese and East Asian culture more generally. ","The Japanese characters izakaya, 居酒屋, mean “to be/exist” (i/居), “alcohol” (zaka/酒), and “shop/seller” (ya/屋). A literal translation of the word could be something like “a shop that has alcohol” or “alcohol stand” (as in “fruit stand”). FYI, zaka/酒 can also be pronounced sake, and is the character for the specific drink, too.  In Japan, izakayas traditionally hang a red paper lantern out in front to mark themselves as bars for interested parties. (Think a Guinness sign outside an Irish pub.) They usually have words painted on them like 居酒屋 (izakaya), 酒 (sake/alcohol), or, you know, the name of the bar. These lanterns are known as akachochin (赤提灯), which literally translates as “red paper lantern.” Izakayas are so closely connected with the red paper lanterns, in fact, that one slang term for these bars is actually akachochin. These lanterns, and their bars, are what the softly lit 🏮 emoji is designed to resemble.  The Unicode Consortium released the izakaya lantern emoji in August 2010 as part of Unicode 6.0, which was the first version of the Unicode standard to support emoji. It’s officially called izakaya lantern emoji but commonly referred to as red paper lantern emoji."
🎆 Fireworks emoji,https://www.dictionary.com/e/emoji/fireworks-emoji/,"The Fireworks emoji 🎆 depicts a burst of color, displayed in the way that traditional fireworks fan out from a central point when they explode. It’s used in social media and texting to convey a celebratory mood or message and is most heavily used on New Year’s Eve and on the Fourth of July.","The Fireworks emoji 🎆 was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. It comes in a range of colors and styles. This symbol is beloved and widely used, as it can express excitement, surprise, congratulations, and other high emotions. It’s also frequently used twice a year in the United States, on the Fourth of July, or Independence Day, and New Year’s Eve, on December 31. The first American Independence Day display occurred in Philadelphia (with a smaller display in Boston) on the country’s one year birthday, July 4, 1777. Statesman John Adams, who helped draft the Declaration of Independence, wrote in a letter to his wife, Abigail, that there should be a “great anniversary Festival,” one “solemnized with Pomp and Parade, with Shews, Games, Sports, Guns, Bells, Bonfires and Illuminations from one End of this Continent to the other from this Time forward forever more.” And, so it was! Did you know that fireworks go back to China’s Tang Dynasty in the ninth century? They believed fireworks could dispel bad luck and evil spirits and bring about just the opposite. So, it makes sense to begin each new year with a colorful display of things exploding in the sky, right? All done within reason (and with caution), of course!"
🐖 Pig emoji,https://www.dictionary.com/e/emoji/pig-emoji/,"The pig emoji depicts a … pig … in a variety of styles, most of them cartoonish and cute. This emoji symbolize many things on social media, including rural living, cuteness in the animal world, money and banks (yes, like piggy banks), greed and gluttony (have you ever seen a hungry pig at the trough?), and barnyard animals.","The pig emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. On most platforms, the animal is depicted as being rather cute and cuddly, which makes the bacon part of the equation rather unpleasant. Pigs are highly intelligent animals and have long been associated in various cultures with economic prosperity, good luck, lust, fertility, and laziness. But … you won’t see them used in social media much in any of those representations. The pig is the 12th animal in the Chinese Zodiac, and those born under the sign of the pig are generally trusting, goal-oriented, calm, compassionate, and generous. And so, people will use the pig emoji to represent these parts of their personality if they were born under this sign or if it’s the year of the pig. And … because we’re a dictionary … here’s your word of the day: ungulate. That’s a hooved animal. You’re welcome."
😨 Fearful Face emoji,https://www.dictionary.com/e/emoji/fearful-face-emoji/,"The fearful face emoji expresses a blend of surprise and fear, in equal parts. It’s used in response to a revelation, some not-so-great news, or to something (or someone) that just might cause unhappiness or a challenge.","Eyes wide open, raised eyebrows, mouth agape or in a classic frown: the fearful face emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Sometimes referred to as the worried face emoji, it is also used to express concern and angst. It’s not exactly “The Scream,” so no need to panic: there is a glimmer of hope, a possible way out. The blue shading at the top is used to represent a pale face … as in so shocked you lost your color. Maybe it’s the teeth, but the HTC version of this emoji is particularly unsettling in our opinion, as this chart from Emojipedia shows. "
😴 Sleeping Face emoji,https://www.dictionary.com/e/emoji/sleeping-face-emoji/,"The sleeping face emoji depicts a calm face, snoozing away without a care in the world. Used in all kinds of posts that revolve around sleep and boredom, it’s also referred to as the snoring face and sleep face emoji.","You’re feeling sleepy … very sleepy. The sleeping face emoji was approved as part of Unicode 6.1 in 2012 and added to Emoji 1.0 in 2015. On all platforms, the traditional “zzz” is used to represent a peaceful, content snore, a vision that might annoy the insomniacs amongst us. Why “zzz,” you might ask? Well, it’s one of those onomatopoeic words, where the “z” sound replicates—to some degree—the sound of a snore. We think the Mozilla platform version looks like an infant as the screenshot from Emojipedia shows below. Awwww. "
😢 Crying Face emoji,https://www.dictionary.com/e/emoji/crying-face-emoji/,"Feeling down and out? You’ll likely reach for the crying face emoji, which features a single tear rolling down a sad, mildly agonized face. This emoji is used not only to express one’s own emotional state, but to empathize with others.","The crying face emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. While most versions imply some mild trauma or despair, the LG version evokes a bit of “I’ll brave through this thing,” due perhaps to the lack of eyebrows, which makes the simple face appear more stoic."
✌️ Victory Hand emoji,https://www.dictionary.com/e/emoji/victory-hand/,"The victory hand emoji, ✌️, is a representation of the peace sign. It can be used to express goodwill and “goodbye.” More crudely, it can tell someone off, like a middle finger, or, more sexily, it can represent female masturbation. When wrapped around text, it can simulate air quotes.","The victory hand, or V sign, has its origins in the WWII resistance to the Nazis. The Belgian BBC broadcaster Victor de Laveleye suggested in January 1941 that the victory sign—made with index and middle finger spread and facing out, the remaining fingers held down with the thumb—become a symbol of unity and victory for the Allied forces, as the word for victory in French (victoire) and for freedom in Dutch (vrijheid) both started with letter V. The symbol took off, first in Belgium, the Netherlands, and England, and later throughout occupied Europe. Later, it came to be a general symbol for peace when it was adopted by Vietnam War protesters in the 1970s and has since become commonly called the peace sign gesture and recognized around the world. The victory hand emoji is a digital representation of the victory hand. In 1993, the victory hand was added to Unicode 1.1, making it an old-school icon. In 2015, it was added to Unicode’s Emoji 1.0 set. The victory hand comes in a default yellow but skin-tone modifiers allow users to change its color."
🏍️ Motorcycle emoji,https://www.dictionary.com/e/emoji/motorcycle/,"Are you ready to ride? The motorcycle emoji, 🏍️, depicts a motorcycle, a motorized bicycle popular for racing, transportation, and off-road adventures.","While the motorcycle came to be in the late 1800s, it wasn’t until 2014 that the motorcycle emoji hit the digital road as part of Unicode 7.0. The appearance of the motorcycle emoji, officially called Racing Motorcycle by Unicode, varies across different platforms, as shown in the screenshot from Emojipedia below. It may also popularly go by motorbike emoji. Some platforms, such as Microsoft, feature a person on the bike, while most, including Apple and Google, feature a driver-less vehicle. Color ranges widely, too, but major vendors show the front of the bike facing left. They also depict a vehicle that suggests a superbike used in motorcycle racing. Apple’s design, however, resembles a cruiser motorcycle. The motorcycle emoji is not to be confused with the motor scooter emoji, 🛵."
😞 Disappointed Face emoji,https://www.dictionary.com/e/emoji/disappointed-face/,"It’s a bit of a bummer, but the disappointed face emoji, 😞, expresses varying degrees of sadness and disappointment. People use it for everything from when a beloved friend passes away to when they couldn’t get tickets to the Beyoncé concert 😞.","The disappointed face was added to Unicode 6.0 in 2010. On most platforms, it appears as a yellow face frowning with closed eyes and eyebrows furrowed in sadness. It may be confused with the pensive face emoji, 😔, which is very similar but has more expressive eyebrows and a flatter mouth. It might also be mistaken for the slightly frowning face emoji, 🙁, which doesn’t have eyebrows and seems to be saying Eep! On some platforms, when you type in :(, it will auto-supply the disappointed face emoji. That makes it one of the most commonly used emoji, essentially used as a go-to sad face, as the emoji is indeed sometimes called. The disappointed face emoji is used to add tone and subtext to messages on social media or texts that could otherwise come off as flat or harsh. For example, “there’s nothing I can do 😞” feels much more helpless with the disappointed face emoji. "
👪 Family emoji,https://www.dictionary.com/e/emoji/family-emoji/,"We’re all one big happy 👪 … The family emoji, 👪, depicts a family unit. Given the great diversity in family makeup, variations of the family emoji represent everything from single-parent and same-sex-parent families to families of different ethnic backgrounds to families with multiple children. While the family emoji is often used literally, it’s also sometimes used as a metaphor to represent the idea of unity and togetherness.","The family emoji, approved under Unicode 6.0 in 2010, is meant to represent a family unit. The default family emoji depicts a father, mother, and son, all in the supposedly racially neutral color of bright yellow. However, in 2014, after thousands of social-media users and even celebrities like Miley Cyrus signed a petition calling for greater representation in emoji, Unicode added skin tone modifiers in 2015. Since then, also based on popular demand, Unicode has made available a great number of family sequences to represent more diversity in family types (e.g., a mother and daughter, two fathers and two sons, a father with a daughter and a son) all in various skin tones.  While major vendors like Apple or Android haven’t implemented interracial emojis (though technically available), it was among the top 30 requested emoji of 2016 according to Emojipedia. Microsoft, however, noted the clamor. Its 2016 Windows 10 Anniversary Update came with a simple fix to make sure everyone felt represented: 52,000 different possible family emoji, though they have to be copy-and-pasted in as opposed to accessed directly in a native emoji set. It’s this sheer number that has so far deterred the likes of Apple, as they haven’t figured out how to fit them all on their emoji keyboard."
🍱 Bento Box emoji,https://www.dictionary.com/e/emoji/bento-box-emoji/,"The bento box emoji, 🍱, represents a traditional Japanese boxed lunch, called a bento box, or a meal at a Japanese restaurant in the same style.  It’s used for such lunches and meals, as well as for Japanese and Asian cuisine more generally, and Western small-plate dishes and snacks. ","In Japanese, bento (弁当, among other forms) literally just means “lunch box” or “packed lunch,” traced back to a medieval Chinese term for “convenient.” How handy.  Bento refers to both the lunch container and the lunch itself, but the container is more commonly referred to as a bento box. Originally made of bamboo, contemporary bento boxes are made of wood, plastic, metal, and other materials. A traditional Japanese lunch consists of rice, plus small dishes of veggies and fish or meat, and bento boxes are often sectioned off in serving them—as the bento box emoji so depicts, like in this screenshot from Emojipedia below. Bentos started out as homemade lunches to take to work or school. Over time, they also began appearing in train stations and convenience stores as grab-and-go food options for commuters and traveling workers. Some Japanese restaurants, especially sushi restaurants in the West, also offer set bento box meals in lacquered, sectioned trays.  The bento box emoji was approved in 2010 under Unicode 6.0 and joins a number of other Japan-specific emoji known to confuse Westerners who forget that emoji originate in Japan (such as the Japanese dolls 🎎, sake bottle and cup 🍶, and goblin 👺). As you may have noticed, most versions of the bento box emoji across platforms look more like a restaurant set meal tray than a lunch box. This is likely a consequence of Western designers (and emoji users) being more familiar with the restaurant type of bento box. "
🌠 Shooting Star emoji,https://www.dictionary.com/e/emoji/shooting-star-emoji/,"🎶 When you wish upon a 🌠 🎶 The shooting star emoji can give you a free wish, just like a real shooting star, or stand in for any ole star, literal or figurative. In this way, the shooting star emoji can indicate nighttime, outer space, and sparkly displays like fireworks. It can also convey romance and affection (“seeing stars”). One special use of the shooting star emoji is in reference The More You Know, a public service announcement series from NBC, popular in the 1990s and featuring a shooting star icon. People post “the more you know” and 🌠 online when delivering some feel-good life-lesson or ironic observation.","It was 2010 when the shooting star emoji was approved under Unicode 6.0. On many platforms, including Apple, the shooting star emoji appears as a star in a blue box, representing the night sky. On other platforms, such as Google, the star stands alone. On all platforms, though, the yellow-gold star moves from the upper-righthand direction to the lower-lefthand corner, as indicated by the trail in its wake and shown in the screenshot from Emojipedia below.  The shooting star emoji is located in different categories on different platforms. On Apple devices, this emoji sits beside the fireworks emoji 🎆 and the sparkler emoji 🎇 in the Travel & Places section. Android users will find it next to the white medium star emoji ⭐ and the glowing star emoji 🌟 in the Animals & Nature section. So, while a shooting star is decidedly a natural celestial phenomenon, Apple users may be more inclined to use it with its neighboring emoji exploders when keyboard-smashing."
✨ Sparkles emoji,https://www.dictionary.com/e/emoji/sparkles-emoji/,"All that ✨ is not gold. It’s also the versatile sparkles emoji, ✨. This emoji can stand for actual stars in the sky, show excitement and admiration, express love and congratulations, or suggest forms of magic and cleanliness. It can also represent other, more literal sparkling things, such as jewelry, glitter, and fireworks. Sexters even occasionally use it to mean “orgasm.” Related words: ","Digital stars and sparkles have been around since the early days of emoticons as they can easily be represented by asterisks, or *.  They can even be added to smiley faces to indicate being starstruck or in love, such as (*_*). These crude asterisks were slowly replaced by all manner of emoji glitter and gold, including white medium star ⭐, glowing star 🌟, shooting star 🌠, and our classy cluster of three stars known as the sparkles emoji ✨, which debuted under Unicode 6.0 in 2010. It sometimes goes by the name stars emoji. Across platforms, the sparkles emoji always appears as three gold or yellow stars. The sparkles emoji on iPhones and Androids are mirror images of one another: a large star with two little ones to one side. Samsung features sparklier-looking sparkles on a blue background while Microsoft adds some pink and blue to the mix, as shown in the screenshots from Emojipedia below:"
😲 Astonished Face emoji,https://www.dictionary.com/e/emoji/astonished-face-emoji/,"Oh no she didn’t! 😲 If you need to scream, faint, or go into shock and words just won’t cut it, the astonished face emoji is here for you. This emoji is used to express surprise and amazement, often when awed by a performance or scandalized. Related words:",-
🇨🇿 Flag for Czech Republic emoji,https://www.dictionary.com/e/emoji/flag-for-czech-republic-emoji/,"This, 🇨🇿, is the flag for Czech Republic emoji, which proudly flies over all digital content concerning the country, from Prague to pilsners. Related words:",-
🇪🇸 Flag for Spain emoji,https://www.dictionary.com/e/emoji/flag-for-spain-emoji/,"¡Viva España! Let’s have some tapas. All the tapas … or pinchos or banderillas. The flag for Spain emoji, 🇪🇸, is used to signify all aspects of Spanish life and culture, including sports, history, and language as well vacations to the country. Related words:",-
🌕 Full Moon emoji,https://www.dictionary.com/e/emoji/full-moon-emoji/,"When the 🌕 hits your eye … The Full Moon emoji 🌕 depicts the celestial object as a round, yellow orb with visible craters. The emoji is used to represent all things lunar, outer space, the night, spiritual sisterhood, and, occasionally, the butt.","The Full Moon emoji 🌕 was approved under Unicode 6.0 in 2010 along with other phases of the moon emoji, including Waning Crescent Moon emoji 🌘 and Last Quarter Moon emoji 🌗. On most platforms, the Full Moon emoji 🌕 glows gold in all its majesty, except for Facebook, which features a soft gray. In June 2018, the Full Moon emoji 🌕 was notably used to form the backdrop of the Moon Emoji Creep meme, a bizarre-looking character made out of various moon emoji and used for humorous social-media posts. "
💋 Kiss Mark emoji,https://www.dictionary.com/e/emoji/kiss-mark-emoji/,"This emoji is sealed with a 💋. The kiss mark emoji 💋 is a flirty little symbol of a lipstick marking that can indicate affectionate or friendly kisses, love and romance, sexiness, cosmetics and beauty, and in some cases, sassiness. Related words:",-
👬 Two Men Holding Hands emoji,https://www.dictionary.com/e/emoji/two-men-holding-hands-emoji/,"I’m on the right track, baby I was born this way! 🎶 🏳️‍🌈 👬 The two men holding hands emoji, 👬, is typically used to represent a gay couple or gay pride. It can have a romantic tone, maybe to show off a new same-sex male relationship, or a celebratory one such as to commemorate LGBTQ victories. It can just be used for male friendship … because guys can hold hands, too, dudes. Related words:",-
👩‍⚕️ Woman Health Worker emoji,https://www.dictionary.com/e/emoji/woman-health-worker-emoji/,"The 👩‍⚕️ is ready to see you. The woman health worker emoji, 👩‍⚕️, represents a woman who works as a doctor or nurse, though she can really stand for any female professional in the healthcare industry, such as pharmacist or physical therapist. People, especially women, use the emoji to mark content about healthcare work, education, accomplishments, or health concerns, big and small. Related words:",-
💔 Broken Heart emoji,https://www.dictionary.com/e/emoji/broken-heart-emoji/,"What becomes of the broken hearted? One thing’s for sure: they use the broken heart emoji. In texts and on social media, the emoji is used to express grief after a breakup, loss, or other setbacks. While often sincere, its tone can also be more playful, over-exaggerating a frustration or fawning over a crush. Related words:",-
💖 Sparkling Heart emoji,https://www.dictionary.com/e/emoji/sparkling-heart-emoji/,"Twinkle, twinkle, little heart: The sparkling heart emoji variously shows love and affection, often with a happy, playful, or sweet tone. While the glimmers of the sparkling heart emoji can suggest being head over heels, the emoji is also often used for feelings of peace on earth and goodwill towards all.",-
🥗 Green Salad emoji,https://www.dictionary.com/e/emoji/green-salad-emoji/,"Mwahahaha! This Smiling Face With Horns emoji 😈 means trouble, especially in the form of devil characters, bad boys and girls, general mischief, and sexual innuendo. This emoji is typically portrayed as a purple face with the same furrowed brows as the Angry Face emoji 😠—but with an impish smile and two horns.","The world got a little more mischievous in 2010 when the Smiling Face With Horns emoji 😈 was approved on Unicode 6.0. It’s commonly called the Devil or Happy Devil emoji. On most platforms, the Smiling Face With Horns emoji 😈 depicts a purple face with devil horns. Microsoft still features a red-faced devil, as did Google and Samsung until they brought the style of their emoji more in line with Apple’s smiley devil in 2017. Regardless of style, the emoji is suggestive of a prankster or naughty, naughty person."
😈 Smiling Face With Horns emoji,https://www.dictionary.com/e/emoji/smiling-face-with-horns-emoji/,"The black heart suit emoji is intended to refer to the heart suit in a deck of cards. While occasionally noting card games or gambling, most people use it for love and affection as it looks like the red heart ❤ emoji. Why we need so many heart emoji is still unclear. Related words:",-
♥️ Black Heart Suit emoji,https://www.dictionary.com/e/emoji/black-heart-suit-emoji/,"I’ll just have a salad 🥗. Besides representing actual salads and eating, the green salad emoji is used to describe healthy lifestyles, including nutrition, dieting, and exercise. It can also be used for the sexual slang “tossing a salad,” or anilingus. Related words:",-
😕 Confused Face emoji,https://www.dictionary.com/e/emoji/confused-face-emoji/,"Umm … say what now? The slight, half-cocked frown of the confused faced emoji expresses confusion but also a range of other emotions, including bafflement, displeasure, disappointment, mild sadness, and self-pity. All of that can be earnest … or it can be ironic, you decide. Related words:",-
😄 Smiling Face With Open Mouth and Smiling Eyes emoji,https://www.dictionary.com/e/emoji/smiling-face-with-open-mouth-and-smiling-eyes-emoji/,"🎶 Because I’m happy! 🎶 The smiling face with open mouth and smiling eyes emoji shows a smiley with a big toothy grin and joyful eyes. It expresses a genuine, often laughter-filled joy and general warm, positive feelings like gratitude and excitement. Related words:",-
👩‍❤️‍💋‍👩 Kiss Woman Woman emoji,https://www.dictionary.com/e/emoji/kiss-woman-woman-emoji/,"Kiss, kiss, love, love, woman, woman. The kiss: woman, woman emoji depicts two females with puckered lips and a large heart between them. It’s meant to illustrate a romantic love or embrace between two women, often lesbians, but it’s sometimes used among close, platonic girlfriends. Related words:",-
🤠 Face with Cowboy Hat emoji,https://www.dictionary.com/e/emoji/face-with-cowboy-hat-emoji/,"For all things country, from ranch life and country music to cowboy boots and Texas football … Texas forever y’all—we have the face with cowboy hat emoji. More playfully, it can suggest someone is having a root-tootin’ good time or feels empowered, like a new sheriff in town. Related words:",-
👩‍🦱 Woman with Curly Hair emoji,https://www.dictionary.com/e/emoji/woman-curly-hair-emoji/,"Check out those curls! The woman, curly haired emoji shows a woman’s face with curly hair. The emoji brings greater diversity to our screens, as it gives representation to natural hairstyles, especially afro-textured hair. It’s so new, it doesn’t even show up in this article! Use your imagination when you see those empty black boxes below, we know you can do it. Related words:",-
🧸 Teddy Bear emoji,https://www.dictionary.com/e/emoji/teddy-bear-emoji/,"The teddy bear emoji depicts a child’s stuffed toy bear. Just released in 2018, emerging uses include referring to toys, children and their precious innocence, affection for significant others, and people who are just so freaking cute you want to squeeze them like a teddy bear. Guess what, it’s so new, it doesn’t even work in this article! So … use your imagination when you see those black boxes below. Related words:",-
🇨🇳 Flag for China,https://www.dictionary.com/e/emoji/flag-for-china-emoji/,"The male sign emoji, ♂, represents the male sex or gender, especially used to indicate the male form of an emoji person, like man pouting emoji 🙎‍♂️ or man construction worker 👷‍♂️. Related words:",-
♂️ Male Sign emoji,https://www.dictionary.com/e/emoji/male-sign-emoji/,"Kampai! Cheers! The sake bottle and cup emoji, 🍶, shows a carafe of sake, or Japanese rice wine, and a traditional sake cup. Especially by people who are Japanese, the emoji is often used for joyous or celebratory occasions that call for the alcoholic beverage, sake. Or, just a nice sushi outing. Sometimes Westerners confuse the sake bottle and cup emoji for a carton of milk. Fun.  Related words:",-
🍶 Sake Bottle and Cup emoji,https://www.dictionary.com/e/emoji/sake-bottle-and-cup-emoji/,"The Bactrian camel emoji, 🐫, depicts the two-humped camel native to Central Asia—not to be confused with its one-humped cousin, the Dromedary camel and its emoji, 🐪. Yup, there are two camel emojis. Both camel emoji, however, often get used interchangeably for actual camels, camel mascots, deserts, exotic or historic treks in the Middle East, Africa, and Asia, and puns on all things “hump.” Related words:","The Bactrian camel emoji shows the two-humped camel that is native to Central and East Asia’s deserts. Fun fact: Whether one hump or two, camels use their humps to store fat, which they break down into water and energy, helping them travel long distances in extreme temperatures without food or drink. That made it pretty handy for Silk Road caravans.  So, why is there an emoji of this funny-looking mammal? Well, because there’s an emoji for just about every animal, it seems, especially large mammals like camels. That, and camel diversity, apparently. No camel racism, please. Both the Dromedary and Bactrian camel emoji were approved in 2010. Across platforms, the light-brown Bactrian camel appears in profile on all platforms so you can clearly see its two humps. Some platforms, Apple and WhatsApp, further set apart their Bactrian camel emoji from its Dromedary counterpart by depicting shaggier hair. That detail is true to life, as Bactrian camels are indigenous to colder climates."
🐫 Bactrian Camel emoji,https://www.dictionary.com/e/emoji/bactrian-camel-emoji/,"🇨🇳 is the flag for China emoji, used to represent Chinese life and 3000-year-old culture, from the ancient Great Wall to modern megacities like Shanghai. Related words:",-
🤮 Face Vomiting emoji,https://www.dictionary.com/e/emoji/face-with-open-mouth-vomiting-emoji/,"Ugh, nasty! That’s the sentiment (and appearance) of the face with open mouth vomiting emoji, used to express literal and metaphorical disgust.  Related words:",-
👨 Man emoji,https://www.dictionary.com/e/emoji/man-emoji/,"The man emoji is basically just a generic adult man. It’s sequenced with other emoji to show a variety of male identities, like the man farmer, and diverse families and relationships, such as two men kissing. Related words:",-
💵 Banknote with Dollar Sign emoji,https://www.dictionary.com/e/emoji/banknote-with-dollar-sign-emoji/,"Making it rain, emoji-style. The banknote with dollar sign emoji is most often used in direct references to money, especially ridiculous and showy wads of cash. Related words:",-
🤓 Nerd Face emoji,https://www.dictionary.com/e/emoji/nerd-face-emoji/,"Nerd alert! The nerd face emoji caricatures a nerd with thick black glasses and buck teeth. It’s used to signify learning, reading, being smart, acting dorky, or “geeking out” to your guilty pleasures. The emoji usually has a positive tone, though. Because nerds are cool. Plus, we’re all secretly weird. Related words:",-
💶 Banknote with Euro Sign emoji,https://www.dictionary.com/e/emoji/banknote-with-euro-sign-emoji/,"How do you say “making it rain” in French? The banknote with euro sign emoji represents the euro, the official currency of the European Union (EU). When used outside the EU, the emoji can suggest a certain cosmopolitan lifestyle. Related words:",-
🤗 Hugging Face emoji,https://www.dictionary.com/e/emoji/hugging-face-emoji/,"Bring it in, there, buddy. The hugging face emoji is meant to depict a smiley offering a hug. But, it’s often just used to show excitement, express affection and gratitude, offer comfort and consolation, or signal a rebuff. This range of meaning is thanks to the ambiguous—and very grope-y—appearance of its hands. Related words:","The hugging face emoji was approved in 2015 under Unicode 8.0. It came out alongside other popular smileys, include upside-down face 🙃 and face with rolling eyes 🙄.  Across platforms, the emoji is fairly uniform, showing a smiling face with smiling eyes and hands meant to represent giving a hug. On Apple and Microsoft, for instance, the hands are outstretched, as if reaching out for the hug. On Google and EmojiOne, the hands face inward, as if already in the act of the embrace. Thanks to the appearance of its hands, the emoji is sometimes referred to as the jazz hands emoji, which tech entrepreneur Elon Musk notably called it in 2018 after his iPhone suggested the emoji when he typed “jazz hands.”  And, it’s those very hands that have unnerved many emoji users since its 2015 debut, finding the hugging face emoji not comforting—but creepy. "
